# BEAST v1.8.4
# Generated Fri Mar 27 11:06:13 CST 2026 [seed=1774580773037]
# -overwrite -beagle_off D:\naturedna\evoflux-reproduce\figures\reproduced\pisca_zenodo_fig4\fig4a_case12_zenodo.xml
state	posterior	prior	likelihood	biallelicBinary.demethylation	biallelicBinary.homozygousDemethylation	biallelicBinary.homozygousMethylation	treeModel.rootHeight	luca_height	luca_branch	constant.popSize	clock.rate	coalescent
50000	-2449.915655721225	-13.114993815009509	-2436.8006619062153	0.8814741021066996	1.162751344956545	1.0098327449711235	13.614906874536503	83.642026	70.0271191254635	2.8459204686850947	0.023716437112482495	-7.120232783752518
55000	-2452.3840016765485	-13.078264114508542	-2439.30573756204	0.8132768191791947	1.2296968357686853	0.8864552123364824	13.508856481129238	83.642026	70.13316951887076	2.3198379818506734	0.021664248887784236	-7.454892947349076
60000	-2450.094213640342	-13.81242453092371	-2436.2817891094182	0.9991590407250207	1.1690359484710848	1.2085511160734974	14.033889670707998	83.642026	69.60813632929201	3.0536344750192326	0.021627879444424437	-7.271939052033321
65000	-2453.8340022287816	-13.697113878245212	-2440.1368883505365	0.8421331757829058	1.1962631413577822	1.1166925302161594	14.520123693424136	83.642026	69.12190230657586	3.6217780102871067	0.01962611809036916	-7.326990207856713
70000	-2458.768146968539	-16.744477575882744	-2442.0236693926563	0.9936175392379134	1.0478829384477626	1.154003026464299	15.51171685732833	83.642026	68.13030914267168	14.220875904021	0.020726200105333936	-8.968160827425265
75000	-2450.049434599979	-13.610946023719057	-2436.43848857626	0.8557551270432329	1.0876420424334654	1.0412640210147142	14.327872385753505	83.642026	69.3141536142465	2.5308405636443134	0.019678826602234915	-7.879096636787514
80000	-2451.017123327139	-14.073670867968959	-2436.94345245917	0.7983124997542945	1.0990643364753556	0.9324323731148405	15.224784036397011	83.642026	68.41724196360299	5.115531485459237	0.01919317847875428	-7.853032841136029
85000	-2451.0515714307967	-13.102612854538954	-2437.9489585762576	0.7593623560234511	1.080005009520019	0.8909036881336285	13.937682895253381	83.642026	69.70434310474661	3.9117212542872326	0.022758850765254232	-7.243169344328582
90000	-2451.565892832471	-13.357961172998607	-2438.2079316594723	1.0394830424204562	1.1642360043813547	1.0964628754468566	13.67602724874831	83.642026	69.96599875125169	3.5142954371898614	0.020245936355252705	-6.82085150039861
95000	-2450.2654575034903	-13.181226582846877	-2437.084230920643	0.8681420585954085	1.0862079494885166	1.0933935543390492	13.886291203008867	83.642026	69.75573479699113	3.541605366303827	0.021089277258275523	-7.004332374034228
100000	-2452.224875345423	-13.637678401860196	-2438.5871969435625	0.8681420585954085	1.209897923854544	1.112675786108885	14.425432356162826	83.642026	69.21659364383717	3.3495605585130144	0.01859181959939587	-7.306940578193602
105000	-2451.1103989380495	-12.306855447391841	-2438.803543490658	0.8572512201575259	1.1433841962724915	0.8465567145156956	13.543229042311621	83.642026	70.09879695768838	2.505967905671476	0.025020800660997496	-6.715660628585319
110000	-2452.0931338640275	-14.126854359235727	-2437.9662795047916	0.8951456489484418	1.1667608173711093	1.1123955906143317	14.744061708077917	83.642026	68.89796429192208	5.468402305216694	0.020717234202967765	-7.322543329859335
115000	-2454.5353193752576	-15.305925337182723	-2439.229394038075	1.0929274405852378	1.2816725413972927	1.188582256659202	16.17529731872365	83.642026	67.46672868127635	4.448205127683776	0.016601991868864813	-8.135942268904257
120000	-2452.8537305465975	-14.256188930354273	-2438.5975416162432	0.816482731979736	1.1380709800969184	1.1019099037354458	15.085167526389663	83.642026	68.55685847361033	4.470024841639973	0.018483999075216282	-7.836953925678767
125000	-2450.601985798411	-11.99952978622274	-2438.602456012188	0.816482731979736	1.0281837152480362	0.8875056340109424	13.56917832530114	83.642026	70.07284767469886	1.9509427660637304	0.022278059980347577	-6.865146358414967
130000	-2448.0604067759373	-12.901594744744893	-2435.1588120311926	0.849463452882788	1.0885591787249038	0.9663600667691381	13.803242537995876	83.642026	69.83878346200413	3.435926366572083	0.021981911723192332	-6.960770682626657
135000	-2453.930581159525	-14.101698343021646	-2439.828882816503	0.974703215619371	1.221781810514316	1.0259926955025653	14.23667732502938	83.642026	69.40534867497063	2.6062701675055635	0.02317266361492289	-7.947508430898464
140000	-2452.9069417734845	-15.62043392103177	-2437.286507852453	0.9566958718133783	1.297314247308637	1.1858346832243805	16.173087725844116	83.642026	67.46893827415589	4.051187261134208	0.015960742667703892	-8.735875770259588
145000	-2453.5738642785923	-15.35781751016481	-2438.2160467684275	1.0439825415913992	1.189601608166218	1.1568651670807617	13.880064203771614	83.642026	69.76196179622839	8.820542160969588	0.02449810948804012	-7.712272058643242
150000	-2451.3726635667927	-14.546307798533606	-2436.826355768259	0.9560440187441848	1.3075888617536222	1.0912812248746429	15.022961322928463	83.642026	68.61906467707153	3.503356006563423	0.0189127988342353	-7.9162864293162185
155000	-2451.4262163791186	-13.696040181276455	-2437.730176197842	0.9560440187441848	1.0474777940278694	1.0129311822576728	14.398642006154752	83.642026	69.24338399384524	3.49831537642561	0.021700352707051333	-7.592313462671732
160000	-2451.5822421670855	-14.188122249679322	-2437.394119917406	0.9568723754287514	1.139139548745335	1.0533085107805058	14.025357101601866	83.642026	69.61666889839813	5.652792461858199	0.019595508737048805	-7.415064346035872
165000	-2454.9292122820707	-14.360439813768595	-2440.568772468302	0.981305631482839	1.2073110142389554	0.9787920446834519	13.969977260262032	83.642026	69.67204873973797	5.744894526188001	0.01925333022086219	-7.5391609340823456
170000	-2452.7514672224124	-13.49146070483128	-2439.260006517581	0.9402544205026743	1.258205571908034	1.0313630591660856	14.471301435028417	83.642026	69.17072456497158	3.6323798746396605	0.021050956954941524	-7.005523175806988
175000	-2451.525155178796	-13.076714980067266	-2438.448440198729	1.0277720734419318	1.1095028881765774	1.192659686775234	13.587997731915282	83.642026	70.05402826808472	2.5396680333164787	0.02440296433835579	-6.774238903376509
180000	-2454.8256932409063	-13.624430852265284	-2441.2012623886408	0.8747346181215828	1.2054279257377682	1.0236483403296817	14.995913687309084	83.642026	68.64611231269092	3.5516292445160422	0.019320162317694126	-7.36729579142854
185000	-2449.5410938516534	-12.725310564009009	-2436.8157832876445	0.8747346181215828	1.1150609451789544	0.9702689342286885	13.656920826354835	83.642026	69.98510517364517	2.5211045190698007	0.02102978943782099	-7.023125309927438
190000	-2450.346348296133	-13.206978044900756	-2437.1393702512323	0.9115969890485728	1.0805069339551951	1.0855239779570907	13.665000699015918	83.642026	69.97702530098408	2.8602540614537073	0.02044928780089151	-7.2141486176172975
195000	-2455.604337122464	-14.457615027583797	-2441.1467220948803	0.8145361748912819	1.0049541401780262	1.052571770285789	15.841889433522931	83.642026	67.80013656647706	5.362834365913811	0.017821889691889525	-8.15282751578836
200000	-2450.9784898281528	-13.26045248482241	-2437.7180373433303	1.037563794055773	1.0514774110882834	1.052571770285789	14.039658322687382	83.642026	69.60236767731261	2.7633709646282383	0.02355837624401329	-7.185593767626962
205000	-2455.930179312592	-14.439425078873159	-2441.4907542337187	1.174060316226666	1.1383372845188586	1.1515179511302815	14.40119970768149	83.642026	69.24082629231852	5.422008410323145	0.019551045231701578	-7.212280439149042
210000	-2450.8516682407535	-14.424922034462318	-2436.426746206291	1.080486509207095	1.2262173978925124	1.1575351603331767	14.385555370130927	83.642026	69.25647062986907	4.88616790915642	0.020687731881302403	-7.287010524096322
215000	-2456.7553655432494	-15.106370555218831	-2441.6489949880306	0.9276202087155194	1.295990394785071	1.0066887990435909	15.955745348366698	83.642026	67.6862806516333	5.743935651814609	0.019456394264593828	-8.168380364768465
220000	-2454.241836842543	-14.349162227604431	-2439.8926746149386	0.9889150532463423	1.3128745963939266	1.0504263827610387	14.070079308824225	83.642026	69.57194669117578	4.832401626786674	0.021876692978536692	-7.37626280832672
225000	-2454.884552622229	-15.550557674481126	-2439.3339949477477	1.0483061572928318	1.282777038787017	1.2321881700597168	16.116264217144273	83.642026	67.52576178285572	5.371929231721455	0.015248655884707245	-8.200311248857076
230000	-2455.997097313979	-16.054678721228676	-2439.94241859275	1.0756183950783686	1.3579910994782922	1.199329828817764	16.159125024712413	83.642026	67.48290097528759	5.408666329717645	0.017003548267030676	-8.563640254562497
235000	-2454.4078290790126	-15.281117417299427	-2439.126711661713	0.8728418168812169	1.2939015226248305	0.9876591103463089	14.932944170783355	83.642026	68.70908182921664	8.918216145945442	0.01972294601181768	-8.006110814317065
240000	-2450.9962386517204	-13.471648064879187	-2437.5245905868414	0.8261961771401649	1.193787577114344	0.9855682125292825	14.849697690516962	83.642026	68.79232830948304	3.387737022725528	0.020296095365283862	-7.389021823362335
245000	-2453.8634766676655	-16.06616382159025	-2437.7973128460753	0.8419698237890726	1.1533687481294055	1.1058113667591198	16.510880265073734	83.642026	67.13114573492626	10.06128262437747	0.016519058502086598	-8.793118890686609
250000	-2447.529274591776	-19.90805329791057	-2427.6212212938653	0.616714550434802	1.5552952529815816	1.2313404594047879	29.735342963506866	83.642026	53.906683036493135	18.429536598990968	0.00872729385540224	-11.389984919663588
255000	-2449.2968878323195	-23.24142772649681	-2426.0554601058225	0.5927638159374448	2.0445950047790875	1.8101191937775307	33.32662827618208	83.642026	50.315397723817924	34.9163529748802	0.007056436185343549	-12.247882798654722
260000	-2445.3511519586677	-21.723115054161553	-2423.628036904506	0.6219943407029885	1.9118315026725774	1.7299977248511316	34.56185327227754	83.642026	49.08017272772246	17.100637561921655	0.006609638432479618	-11.809733813492889
265000	-2451.667695137442	-22.97925943879496	-2428.688435698647	0.9069002910806806	2.2849376676555555	1.9916828856633533	28.994489208719553	83.642026	54.647536791280444	24.360695028379855	0.00719670355340685	-11.354781672684842
270000	-2451.2829915954967	-25.12855535721983	-2426.154436238277	0.8593865485198513	2.0591579819804813	1.8414174225047604	28.392908954680333	83.642026	55.249117045319664	65.56432901311338	0.008136581034651213	-13.206139176301814
275000	-2449.175955624928	-21.57051683769464	-2427.6054387872337	0.7781400852368332	1.7023227995351	1.9716891396895555	32.09454599432888	83.642026	51.54748000567112	11.658698148874846	0.007290015054285121	-11.868737405354805
280000	-2446.192267574738	-19.778173659835875	-2426.414093914902	0.5552656159422693	1.650019837843572	1.4089177291069912	29.62613785768177	83.642026	54.01588814231823	12.534534192191144	0.008523561441822649	-11.177520667928176
285000	-2453.1296036973354	-24.72391989264056	-2428.405683804695	0.7545646600129263	1.3583493158001723	1.3859072997058146	28.00767071273409	83.642026	55.63435528726591	107.79051412084377	0.00940590782509013	-14.423390007555977
290000	-2449.4609128448874	-22.199093738020668	-2427.261819106867	0.7485272155598357	1.7002775507087893	1.5622563222468167	31.769377828251898	83.642026	51.872648171748104	33.75344463178544	0.007415615831375621	-12.178556620667347
295000	-2446.1378536229813	-20.120296356940017	-2426.0175572660414	0.6531469985570875	1.7034250280474408	1.4475787615195221	30.811679052362848	83.642026	52.83034694763715	11.17515074475443	0.008498776658553992	-11.458950840663546
300000	-2448.4540551794244	-20.693348715986946	-2427.7607064634376	0.8026262724818329	1.7034250280474408	1.4561632129606414	27.064511262970008	83.642026	56.57751473702999	7.354510827327637	0.008716748184509645	-12.309011358952594
